dataset,n,model,kernel,bandwidth,kappa,mean_test_rss,sd_test_rss,mean_test_mae_deg,n_folds
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,4.234922881072401,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,4.569170612463134,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,4.9297993545776215,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,5.318891268823249,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,5.73869285436427,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,6.1916279187293,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,6.680311572143722,,0.2753535838066362,0.13179144137137033,22.309018020777,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,7.207565326386083,,0.25522243940765044,0.12607368578252537,21.102156140065382,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,7.776433385344691,,0.25522243940765044,0.12607368578252537,21.102156140065382,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,8.390200221331185,,0.25522243940765044,0.12607368578252537,21.102156140065382,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,9.05240953863139,,0.25522243940765044,0.12607368578252537,21.102156140065382,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,9.76688473378327,,0.25522243940765044,0.12607368578252537,21.102156140065382,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,10.537750970713459,,0.28175603118782316,0.14392525534590045,21.953448581136918,5
EE+0p2-data-225x225/EE_0.2data_rot_-22deg/arrow_segments.mat,136,Uniform NW smoother,uniform,11.369458998187513,,0.28175603118782316,0.14392525534590045,21.953448581136918,5
